GF_ID,Year_approx,Year_exact,Month,Day,Lake_name,Glacier_name,GL_ID,LakeDB_ID,G_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Impact_type,Lake_type,Transboundary,Repeat,Region_RGI,Region_HiMAP,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Area,Volume,Discharge_water,Discharge_solid,Impact,Lives_total,Lives_male,Lives_female,Lives_disabilities,Injured_total,Injured_male,Injured_female,Injured_disabilities,Displaced_total,Displaced_male,Displaced_female,Displaced_disabilities,Livestock,Residential_destroyed,Commerical_destroyed,Residential_damaged,Commerical_damaged,Infra,Agricultural,Hydropower,Econ_damage,Sat_evidence,Ref_scientific,Ref_scientific_full,Ref_other,Remarks
36,1893,1893,7,NA,Unnamed,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.308712,74.662465,2077,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,Damage to lands at Altit ,,,,,"(Mason, 1929a; Kreutzmann, 1994)","Mason, K., 1929a. Indus floods and Shyok glaciers. Himalayan Journal 1, 10–29; Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356",,
37,1894,1894,NA,NA,Hassanabad,Hassanabad,Ephemeral,NA,G074506E36437N,36.390545,74.50831,3370,36.292804,74.603839,2060,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,Damage at Hassanabad and Aliabad villages,,,,,,,,,"(Hewitt and Liu, 2010)","Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528",,
38,1895,1895,6,NA,Karambar ,Unnamed,GL074079E36622N,"2, 4",G074224E36616N,36.6214,74.07906,2935,NA,NA,NA,NA,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kreutzmann, 1994; Iturrizaga, 2005a)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356; Iturrizaga, L., 2005a. Historical glacier-dammed lakes and outburst floods in the Karambar valley (Hindukush-Karakoram). GeoJournal 63, 1–47. https://doi.org/10.1007/s10708-005-2395-x",,
39,1895,1895,NA,NA,Unknown,Tarshing,Ephemeral,NA,G074689E35277N,35.232,74.722,2940,NA,NA,NA,NA,Unknown,N,Y,14_3,10,Pakistan,Gilgit - Baltistan,Indus,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Collie, 1902; Bazai et al., 2021)","Collie, N., 1902. Climbing on the Himalaya and other mountain ranges. D. Douglas, Edinburgh; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",,"During 1895 the Tashing Glacier again had possibly blocked the valley to a height of at least 200 feet but the Rupal stream flowed underneath the ice. Speculation that is the conduit was blocked in anyway, a huge lake must form behind the glacier"
40,1895,1895,NA,NA,Unnamed,Biafo,GL075907E35687N,"2, 4",G075593E36006N,35.687,75.907,3060,NA,NA,NA,NA,Unknown,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Braldu,Glacier advance,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(McCormick, 1895; Bazai et al., 2021)","McCormick, A.D., 1895. An artist in the Himalayas. Macmillan, New York; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",,
41,1897,1897,6,NA,Kyagar,Unnamed,GL077181E35675N,"2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14_2,9,China,Xinjiang,Yarkant,Surging glacier,Unknown,Unknown,,,5120,,,,,,,,,,,,,,,,,,,,,,,,,"(Zhang et al., 1990; Zhang, 1992) ","Zhang, X., Li, N., You, X., Wang, W., 1990. The Researches of Glacier Lake Outburst Floods of the Yarkant River in Xinjiang. Science in China Series B-Chemistry, Life Sciences & Earth Sciences 33 (8), 1014–1024; Zhang, X., 1992. Investigation of glacier bursts of the Yarkant River in Xinjiang, China. Annals of Glaciology 16, 135–139. https://doi.org/10.3189/1992AoG16-1-135-139",,"Unclear which of the glaciers in upper Shaksgam caused the flood, coordinates given are for Kyagar. Peak discharge measured at Kaqun"
42,1898,1898,7,NA,Unknown,Aktash,Ephemeral,NA,G077667E35058N,35.102,77.774,4581,NA,NA,NA,NA,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Longstaff, 1910; Hewitt and Liu, 2010; Bazai et al., 2021)","Longstaff, T.G., 1910. Glacier Exploration in the Eastern Karakoram. The Geographical Journal 35, 622–653. https://doi.org/10.2307/1777235; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",,Large flood in July 1898 with minor erosion - no major destruction
43,1899,1899,NA,NA,Hassanabad,Hassanabad,Ephemeral,NA,G074506E36437N,36.390545,74.50831,3370,36.292162,74.609227,2030,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kreutzmann, 1994; Hewitt and Liu, 2010)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528",,
44,1900,1900,NA,NA,Hassanabad,Hassanabad,Ephemeral,NA,G074506E36437N,36.390545,74.50831,3370,36.239538,74.413711,1830,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,Irrigation canal,,,,,"(Kreutzmann, 1994)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356",,"Damage only reported in Nilt, further downstream from Hassanabad; likely coming from Hassnabad glacier considering the GLOFs in 1899 and 1901"
45,1901,1901,NA,NA,Unnamed,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.308712,74.662465,2077,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,"Breaking of a dam, bridge at Ganesh destroyed",,,,,"(Kreutzmann, 1994)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356",,
46,1902,1902,NA,NA,Hassanabad,Hassanabad,Ephemeral,NA,G074506E36437N,36.390545,74.50831,3370,36.292162,74.609227,2030,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bridge destroyed,,,,,"(Kreutzmann, 1994; Hewitt and Liu, 2010)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528",,
48,1902,1902,8,21,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171–179.",,
47,1902,1902,NA,NA,Unnamed,Kuturgansuu,Ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,,Alamedin,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-Cánovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50–59. https://doi.org/10.1016/j.gloplacha.2019.03.003",,
49,1903,1903,NA,NA,Hassanabad,Hassanabad,Ephemeral,NA,G074506E36437N,36.390545,74.50831,3370,36.292162,74.609227,2030,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,Irrigation canal,,,,,"(Kreutzmann, 1994; Hewitt and Liu, 2010)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528",,
50,1903,1903,NA,NA,Unknown,Kichik Kumden,Ephemeral,NA,G077662E35097N,35.128,77.763,4613,NA,NA,NA,NA,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Longstaff, 1910; Hedin, 1917; Bazai et al., 2021)","Longstaff, T.G., 1910. Glacier Exploration in the Eastern Karakoram. The Geographical Journal 35, 622–653. https://doi.org/10.2307/1777235; Hedin, S., 1917. Southern Tibet. Stockholm; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",,"Longstaff reported that during 1903 a bad flood occurred, which Oliver (British Joint Commissioner for Ladakh) attributed to the bursting of the Kichik Kumdan dam."
51,1904,1904,NA,NA,Karambar ,Unnamed,GL074079E36622N,"2, 4",G074224E36616N,36.6214,74.07906,2935,NA,NA,NA,NA,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Bazai et al., 2021)","Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",,
52,1904,1904,NA,NA,Hassanabad,Hassanabad,Ephemeral,NA,G074506E36437N,36.390545,74.50831,3370,36.292162,74.609227,2030,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,Irrigation canal,,,,,"(Kreutzmann, 1994; Hewitt and Liu, 2010)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528",,
54,1904,1904,NA,NA,Unnamed,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.439939,75.311226,3062,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,Damage to terraces at Shimshal after emptying of two-year old lake (1902),,,,,"(Hewitt and Liu, 2010)","Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528",,
53,1904,1904,NA,NA,Unnamed,Kuturgansuu,Ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,,Alamedin,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-Cánovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50–59. https://doi.org/10.1016/j.gloplacha.2019.03.003",,
55,1905,1905,NA,NA,Sokhter Rabot ,Unnamed,Ephemeral,NA,G073933E36797N,36.7946,73.99494,3595,NA,NA,NA,NA,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,Considerable damage to villages along the river banks above Gilgit,,,,,"(Kreutzmann, 1994; Iturrizaga, 2005a)","Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356; Iturrizaga, L., 2005a. Historical glacier-dammed lakes and outburst floods in the Karambar valley (Hindukush-Karakoram). GeoJournal 63, 1–47. https://doi.org/10.1007/s10708-005-2395-x",,
56,1905,1905,6,17,Karambar ,Unnamed,GL074079E36622N,"2, 4",G074224E36616N,36.6214,74.07906,2935,35.926146,74.266804,1470,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Todd, 1930; Iturrizaga, 2005a)","Todd, H.J., 1930. Correspondence: Gilgit and Hunza River Floods. Himalayan Journal 2; Iturrizaga, L., 2005a. Historical glacier-dammed lakes and outburst floods in the Karambar valley (Hindukush-Karakoram). GeoJournal 63, 1–47. https://doi.org/10.1007/s10708-005-2395-x",,"Glacier dam broke at midnight 17/18th June, flood arrived at Gilgit at 8.30 am, 20 feet, above high-flood level"
58,1905,1905,8,2,Unnamed,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.236059,74.306433,1743,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,7,,,,"Bridge, road",,,,,"(Neve, 1913; Todd, 1930; Kreutzmann, 1994)","Neve, A., 1913. Thirty Years in Kashmir. Edward Arnold, London; Todd, H.J., 1930. Correspondence: Gilgit and Hunza River Floods. Himalayan Journal 2; Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356",,Damage to Chalt Bridge and Gilgit-Chalt; track destroyed; loss of fields at Pasu and Shimshal; damage of 7 houses at Shamets and to Hunza Nager bridge at Ganesh
59,1905,1905,NA,NA,Unknown,Kichik Kumden,Ephemeral,NA,G077662E35097N,35.128,77.763,4613,NA,NA,NA,NA,Ice dammed,Y,Y,14_2,9,India,Ladakh,Shyok,Surging glacier,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Huntingdon, 1907; Longstaff, 1910; Bazai et al., 2021)","Huntingdon, E., 1907. The Pulse of Asia: A Journey in Central Asia Illustrating the Geographic Basis of History. Houghton, Mifflin; Longstaff, T.G., 1910. Glacier Exploration in the Eastern Karakoram. The Geographical Journal 35, 622–653. https://doi.org/10.2307/1777235; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432 https://doi.org/10.1016/j.earscirev.2020.103432",,
57,1905,1905,NA,NA,Unknown,Dubani,Not mapped,NA,G074629E35951N,35.93,74.609,4121,NA,NA,NA,NA,Supraglacial,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Bagrot,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,(This study),"Ashraf, A., Naz, R., Mustafa, N., Iqbal, M.B., Ahmad, B., Jawad, A., Ahmad. I., 2015. Updating GLOF Lake Inventory of Northern Pakistan and Establishment of Community Based Early Warning System in Bagrot and Bondo Gol Valleys. Technical Report. Islamabad, Pakistan: Pakistan Agricultural Research Council (PARC).","(Ashraf et al., 2015)",On 11th December 2012 a community exchange documented this event. A huge damage occurred to natural forest as well as the settlements of Villages Taisote and Massingot.
60,1906,1906,8,11,Unnamed,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,35.434129,74.104712,1010,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,"(Todd, 1930; Kreutzmann, 1994)","Todd, H.J., 1930. Correspondence: Gilgit and Hunza River Floods. Himalayan Journal 2; Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356; Iturrizaga, L., 2005b. New observations on present and prehistorical glacier-dammed lakes in the Shimshal valley (Karakoram Mountains). Journal of Asian Earth Sciences 25, 545–555. https://doi.org/10.1016/j.jseaes.2004.04.011",,"Damage to bridges at Askurdas, Tashot and Chamogah; Rise of river level in Chilas 36 ft, in Chalt 55 ft Fields, houses and bridges destroyed at Pasu, Hussaini, Gulmit and Ganesh 3 houses, 35 fields and 3 watermills and orchards destroyed Nomal-Chalt road damaged"
61,1906,1906,6,NA,Unnamed,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.236059,74.306433,1743,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Hewitt and Liu, 2010; Bazai et al., 2021)","Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",,"A glacier (Khurdopin or Malangutti) in the Shimshal valley dammed the river prior to July 1906, and a lake formed behind the barrier. During July a serious flood destroyed the suspension bridge at Askurdas, and the bridge across the Gilgit river at Chamogah and badly damaged the whole road between Normal and Chalt."
62,1907,1907,9,NA,Unnamed,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.439939,75.311226,3062,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Todd, 1930; Iturrizaga, 2005b)","Todd, H.J., 1930. Correspondence: Gilgit and Hunza River Floods. Himalayan Journal 2; Iturrizaga, L., 2005b. New observations on present and prehistorical glacier-dammed lakes in the Shimshal valley (Karakoram Mountains). Journal of Asian Earth Sciences 25, 545–555. https://doi.org/10.1016/j.jseaes.2004.04.011",,Slow drainage in 11 days; Bonfire system (Puberanj) to warn the settlements in the Hunza valley
63,1908,1908,NA,NA,Unnamed,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,NA,NA,NA,NA,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Bazai et al., 2021)","Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",,
64,1909,1909,NA,NA,Warghut ,Unnamed,Ephemeral,NA,G073973E36737N,36.746817,74.002922,3409,NA,NA,NA,NA,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Iturrizaga, 2005a)","Iturrizaga, L., 2005a. Historical glacier-dammed lakes and outburst floods in the Karambar valley (Hindukush-Karakoram). GeoJournal 63, 1–47. https://doi.org/10.1007/s10708-005-2395-x",,Periodic and disastrous floods
65,1909,1909,NA,NA,Unknown,Gutumi,Ephemeral,NA,G074641E35970N,36.013093,74.606801,3460,36.040682,74.575998,2582,Observation,Supraglacial,N,N,14_2,9,Pakistan,Gilgit - Baltistan,Bagrot,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,(This study),"Ashraf, A., Naz, R., Mustafa, N., Iqbal, M.B., Ahmad, B., Jawad, A., Ahmad. I., 2015. Updating GLOF Lake Inventory of Northern Pakistan and Establishment of Community Based Early Warning System in Bagrot and Bondo Gol Valleys. Technical Report. Islamabad, Pakistan: Pakistan Agricultural Research Council (PARC).","(Ashraf et al., 2015)","On 11th December 2012 a community exchange documented this event. Glacier lake burst in Ghotomi + Dodi Rung Bari Bar site of the Dubani Peak. This result heavy damage to natural forests and human settlements in sat, Ghosonar and Darija."
