GF_ID,Year_approx,Year_exact,Month,Day,Lake_name,Glacier_name,GL_ID,LakeDB_ID,G_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Impact_type,Lake_type,Transboundary,Repeat,Region_RGI,Region_HiMAP,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Area,Volume,Discharge_water,Discharge_solid,Impact,Lives_total,Lives_male,Lives_female,Lives_disabilities,Injured_total,Injured_male,Injured_female,Injured_disabilities,Displaced_total,Displaced_male,Displaced_female,Displaced_disabilities,Livestock,Residential_destroyed,Commerical_destroyed,Residential_damaged,Commerical_damaged,Infra,Agricultural,Hydropower,Econ_damage,Ref_scientific,Ref_other,Remarks
GF074540E42528N_23,1970,1970,7,18,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Englacial,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,10,800,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2016)",,
GF074540E42528N_24,1970,1970,8,2,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Englacial,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,10,800,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2016)",,
GF074540E42528N_25,1980,1980,7,18,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Englacial,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2016)",,
GF074540E42528N_26,1980,1980,8,3,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Englacial,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,3.6,40,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2016)",,
GF074540E42528N_27,1999,1999,6,NA,unnamed,Aksay,not mapped,NA,G074556E42520N,42.532996,74.526413,3335,42.552627,74.483331,2255,Deposit,Englacial,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2016)",,
GF074540E42528N_28,2015,2015,7,23,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Englacial,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,4400,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2016)",,
GF074609E42522N_0,1846,1846,NA,NA,unnamed,Kuturgansuu,ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074609E42522N_1,1882,1882,NA,NA,unnamed,Kuturgansuu,ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074540E42528N_1,1885,1885,NA,NA,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074609E42522N_2,1902,1902,NA,NA,unnamed,Kuturgansuu,ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074609E42522N_3,1904,1904,NA,NA,unnamed,Kuturgansuu,ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074540E42528N_2,1916,1916,NA,NA,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074540E42528N_3,1918,1918,NA,NA,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074540E42528N_4,1922,1922,NA,NA,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074540E42528N_5,1924,1924,NA,NA,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074540E42528N_6,1928,1928,NA,NA,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074609E42522N_4,1928,1928,NA,NA,unnamed,Kuturgansuu,ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074519E42490N_0,1928,1928,NA,NA,unnamed,Topkaragay,GL074519E42490N,3,G074547E42486N,42.488,74.523,3680,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074540E42528N_7,1934,1934,NA,NA,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074540E42528N_8,1936,1936,NA,NA,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074717E42518N_0,1938,1938,NA,NA,unnamed,Salyk,ephemeral,NA,G074719E42495N,42.518,74.717,3390,42.561,74.663,2005,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074540E42528N_9,1941,1941,NA,NA,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074540E42528N_10,1943,1943,NA,NA,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074540E42528N_11,1950,1950,NA,NA,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074519E42490N_1,1953,1953,NA,NA,unnamed,Topkaragay,GL074519E42490N,3,G074547E42486N,42.488,74.523,3680,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074540E42528N_12,1955,1955,NA,NA,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074609E42522N_5,1956,1956,NA,NA,unnamed,Kuturgansuu,ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074717E42518N_1,1956,1956,NA,NA,unnamed,Salyk,ephemeral,NA,G074719E42495N,42.518,74.717,3390,42.561,74.663,2005,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074609E42522N_6,1958,1958,NA,NA,unnamed,Kuturgansuu,ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074717E42518N_2,1961,1961,NA,NA,unnamed,Salyk,ephemeral,NA,G074719E42495N,42.518,74.717,3390,42.561,74.663,2005,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074609E42522N_7,1966,1966,NA,NA,unnamed,Kuturgansuu,ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074519E42490N_2,1968,1968,NA,NA,unnamed,Topkaragay,GL074519E42490N,3,G074547E42486N,42.488,74.523,3680,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074717E42518N_3,1970,1970,NA,NA,unnamed,Salyk,ephemeral,NA,G074719E42495N,42.518,74.717,3390,42.561,74.663,2005,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074540E42528N_13,1973,1973,NA,NA,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074519E42490N_3,1974,1974,NA,NA,unnamed,Topkaragay,GL074519E42490N,3,G074547E42486N,42.488,74.523,3680,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074540E42528N_14,1975,1975,NA,NA,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074717E42518N_4,1975,1975,NA,NA,unnamed,Salyk,ephemeral,NA,G074719E42495N,42.518,74.717,3390,42.561,74.663,2005,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074540E42528N_15,1977,1977,NA,NA,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074609E42522N_8,1980,1980,NA,NA,unnamed,Kuturgansuu,ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074717E42518N_5,1980,1980,NA,NA,unnamed,Salyk,ephemeral,NA,G074719E42495N,42.518,74.717,3390,42.561,74.663,2005,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074609E42522N_9,1982,1982,NA,NA,unnamed,Kuturgansuu,ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074609E42522N_10,1984,1984,NA,NA,unnamed,Kuturgansuu,ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074609E42522N_11,1988,1988,NA,NA,unnamed,Kuturgansuu,ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074519E42490N_4,1988,1988,NA,NA,unnamed,Topkaragay,GL074519E42490N,3,G074547E42486N,42.488,74.523,3680,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074540E42528N_16,1993,1993,NA,NA,unnamed,Aksay,not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074609E42522N_12,1993,1993,NA,NA,unnamed,Kuturgansuu,ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074519E42490N_5,1993,1993,NA,NA,unnamed,Topkaragay,GL074519E42490N,3,G074547E42486N,42.488,74.523,3680,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Ala Archa,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074609E42522N_13,1999,1999,NA,NA,unnamed,Kuturgansuu,ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074609E42522N_14,2000,2000,NA,NA,unnamed,Kuturgansuu,ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074609E42522N_15,2003,2003,NA,NA,unnamed,Kuturgansuu,ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF074609E42522N_16,2010,2010,NA,NA,unnamed,Kuturgansuu,ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13-03,4,Kyrgyzstan,,Alamedin,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)",,
GF080986E42576N_0,NA,NA,NA,NA,unnamed,unnamed,GL080986E42576N,"3, 4",G080979E42573N,42.576698,80.986319,3668,42.58,81.025,3060,Deposit,Moraine dammed,N,N,13-03,3,China,,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF081011E42463N_0,NA,NA,NA,NA,unnamed,unnamed,not mapped,NA,G080997E42460N,42.463802,81.011925,3694,42.471,81.02,3464,Deposit,Moraine dammed,N,N,13-03,3,China,,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF080152E42353N_0,NA,NA,NA,NA,unnamed,unnamed,GL080152E42353N,"2, 3",G080156E42337N,42.353622,80.153057,3731,42.369,80.153,3460,Deposit,Moraine dammed,N,N,13-03,3,Kazakhstan,,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF077137E42998N_0,1970,1970,7,14,unnamed,Glacier No. 151,GL077137E42998N,2,G077152E42985N,42.998,77.137,3500,43.26,77.213,1170,Deposit,Moraine dammed,N,Y,13-03,4,Kazakhstan,,Leviy Talgar,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF080611E44560N_0,NA,NA,NA,NA,unnamed,unnamed,GL080611E44560N,"3, 4",G080595E44560N,44.560848,80.611643,3423,44.567,80.672,2558,Deposit,Moraine dammed,N,N,13-04,1,China,Xinjiang,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF083356E44121N_0,NA,NA,NA,NA,unnamed,unnamed,GL083356E44121N,"3, 4",G083360E44105N,44.120257,83.357924,3276,44.148,83.361,2790,Deposit,Moraine dammed,N,N,13-04,2,China,Xinjiang,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF084491E43776N_0,NA,NA,NA,NA,unnamed,unnamed,GL084491E43776N,4,G084497E43755N,43.7764,84.4922,3264,43.834,84.466,2220,Deposit,Moraine dammed,N,N,13-04,2,China,Xinjiang,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF085186E43653N_0,NA,NA,NA,NA,unnamed,unnamed,GL085186E43653N,"2, 3, 4",G085165E43653N,43.652636,85.186456,3780,43.655,85.206,3220,Deposit,Moraine dammed,N,N,13-04,2,China,Xinjiang,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF085101E43368N_0,NA,NA,NA,NA,unnamed,unnamed,GL085101E43368N,"2, 3, 4",G085070E43330N,43.368026,85.101912,3248,43.363,85.145,2995,Deposit,Moraine dammed,N,N,13-04,2,China,Xinjiang,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF086816E43186N_0,NA,NA,NA,NA,unnamed,unnamed,GL086816E43186N,"2, 3, 4",G086813E43183N,43.185982,86.816313,3652,43.194,86.82,3485,Deposit,Moraine dammed,N,N,13-04,2,China,Xinjiang,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF088521E43827N_0,NA,NA,NA,NA,unnamed,unnamed,GL088521E43827N,"2, 3, 4",G088524E43822N,43.827488,88.521843,3746,43.827,88.51,3550,Deposit,Moraine dammed,N,N,13-04,2,China,Xinjiang,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF083234E29647N_0,NA,NA,NA,NA,unnamed,unnamed,GL083234E29647N,"1, 2, 3, 4",G083231E29643N,29.646926,83.233898,5564,29.707,83.259,4728,Deposit,Moraine dammed,N,N,13-08,11,China,TAR,Maquan,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF083521E29359N_0,NA,NA,NA,NA,unnamed,unnamed,GL083521E29359N,"2, 3, 4",G083518E29351N,29.359,83.521,5641,29.377,83.548,5150,Deposit,Moraine dammed,N,N,13-08,11,China,TAR,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF083744E29198N_0,NA,NA,NA,NA,unnamed,unnamed,GL083744E29198N,"1, 3, 4",not mapped,29.198,83.744,5806,29.177,83.756,5380,Deposit,Moraine dammed,N,N,13-08,11,Nepal,Gandaki,Kali Gandaki,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF089598E29207N_0,NA,NA,NA,NA,unnamed,NA,not mapped,NA,No Glacier,29.207733,89.598351,5201,29.188,89.609,4540,Deposit,Bedrock,N,N,13-08,12,China,TAR,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF090136E28949N_0,NA,NA,NA,NA,unnamed,unnamed,GL090136E28949N,"1, 2, 3, 4",G090154E28942N,28.949676,90.135797,4976,28.954,90.114,4810,Deposit,Moraine dammed,N,N,13-08,12,China,TAR,Nianchu,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF082034E31103N_0,NA,NA,NA,NA,unnamed,unnamed,GL082034E31103N,"2, 3, 4",G082034E31099N,31.10278,82.034073,5700,31.124,82.047,5363,Deposit,Bedrock,N,N,13-08,17,China,TAR,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF083026E30840N_0,NA,NA,NA,NA,unnamed,unnamed,GL083026E30840N,"2, 3, 4",G083017E30846N,30.840737,83.026153,5846,30.834,83.026,5680,Deposit,Bedrock,N,N,13-08,17,China,TAR,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF084876E29976N_0,NA,NA,NA,NA,unnamed,unnamed,GL084876E29976N,"2, 4",G084870E29977N,29.976913,84.876052,5946,29.971,84.879,5755,Deposit,Moraine dammed,N,N,13-08,17,China,TAR,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF084503E29972N_0,NA,NA,NA,NA,unnamed,unnamed,GL084503E29972N,"2, 4",G084500E29969N,29.972678,84.503318,5721,29.974,84.513,5450,Deposit,Moraine dammed,N,N,13-08,17,China,TAR,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF084625E29851N_0,NA,NA,NA,NA,unnamed,unnamed,not mapped,"2, 3, 4",G084617E29842N,29.851044,84.625718,5755,29.856,84.632,5551,Deposit,Moraine dammed,N,N,13-08,17,China,TAR,Yarlung Zangbo,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF085643E29692N_0,NA,NA,NA,NA,unnamed,unnamed,GL085643E29692N,"1, 3, 4",G085657E29690N,29.691925,85.643267,5526,29.692,85.639,5490,Deposit,Moraine dammed,N,N,13-08,17,China,TAR,Dogxung Zangbo,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF087230E29641N_0,NA,NA,NA,NA,unnamed,unnamed,GL087230E29641N,"1, 4",G087229E29634N,29.640349,87.230561,5633,29.639,87.233,5585,Deposit,Moraine dammed,N,N,13-08,17,China,TAR,Dogxung Zangbo,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF086387E29314N_0,NA,NA,NA,NA,unnamed,unnamed,GL086387E29314N,"2, 3, 4",G086380E29316N,29.314238,86.387598,5639,29.297,86.409,5380,Deposit,Moraine dammed,N,N,13-08,17,China,TAR,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF086337E29310N_0,NA,NA,NA,NA,unnamed,unnamed,not mapped,NA,not mapped,29.310786,86.337927,5777,29.313,86.339,5670,Deposit,Moraine dammed,N,N,13-08,17,China,TAR,,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF088365E29874N_0,NA,NA,NA,NA,unnamed,unnamed,GL088365E29874N,"1, 2, 3, 4",G088360E29877N,29.873545,88.364841,5716,29.853,88.38,5255,Deposit,Moraine dammed,N,N,13-08,17,China,TAR,Yarlung Zangbo,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF088300E29849N_0,NA,NA,NA,NA,unnamed,unnamed,GL088300E29849N,"1, 2, 3, 4",G088300E29848N,29.850165,88.298174,5715,29.913,88.257,4710,Deposit,Moraine dammed,N,N,13-08,17,China,TAR,Dogxung Zangbo,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF088309E29782N_0,NA,NA,NA,NA,unnamed,unnamed,GL088309E29782N,"1, 4",No Glacier,29.782404,88.308976,5672,29.782,88.322,5415,Deposit,Moraine dammed,N,N,13-08,17,China,TAR,Yarlung Zangbo,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
GF089858E29551N_0,NA,NA,NA,NA,unnamed,unnamed,GL089858E29551N,1,G089868E29548N,29.551365,89.857784,5550,29.549,89.843,5200,Deposit,Moraine dammed,N,N,13-08,18,China,TAR,Yarlung Zangbo,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zheng et al., 2021)",,
